target,sample_type,timepoints,model,search,scale,apply_pls,n_components,is_baseline,target_group,r2,r2_ci95_low,r2_ci95_high,rmse,rmse_ci95_low,rmse_ci95_high,mae,mae_ci95_low,mae_ci95_high,mape,pearson_r,pearson_p,n_test,spectral_preproc
bodyweight_kg,SERUM,[1],Random Forest,grid,True,False,,False,body_composition,0.0778003584914626,-0.6257090206210579,0.2765280928475553,10.180914483483301,7.809370257832072,12.240387577215326,8.532020000000003,6.415531750000003,10.761855749999993,12.87469464701756,0.3533415737159638,0.08315735805209593,25,none
bodyweight_kg,SERUM,[1],MLP Regressor,grid,True,True,10.0,False,body_composition,-0.24294623810075833,-1.2290861550391516,0.062027788975451296,11.819537615344336,8.766948701221283,14.82904541519118,9.581335574772025,6.965705121591685,12.357975094204827,14.136944951784642,0.23014147632241974,0.26840893253260323,25,none
bodyweight_kg,SERUM,[1],MLP Regressor,grid,True,False,,False,body_composition,-0.2542933484373424,-1.4570030891547279,0.2339010428207595,11.873366528411175,9.104566385454609,14.047353066955543,9.595928625256517,6.699196375819584,12.283993359021274,14.278681529397733,0.22117264911756623,0.28801973863773167,25,none
bodyweight_kg,SERUM,[1],Decision Tree,grid,True,True,10.0,False,body_composition,-0.2267332164697382,-1.185317957218205,0.15045563133330803,11.74219740934379,8.214486932025391,15.446524132279821,8.82,6.2044500000000005,11.885449999999999,12.885925262034936,0.09863625996352886,0.6390131884005891,25,none
bodyweight_kg,SERUM,[1],Decision Tree,grid,True,False,,False,body_composition,-0.9233042797187194,-2.4781784157478306,-0.2741757316844224,14.702741241006729,11.738573318217675,17.597187983931295,12.632000000000003,9.983100000000002,15.823150000000002,18.36199455131827,-0.026415194237819368,0.9002578160062206,25,none
bodyweight_kg,SERUM,[1],XGBoost,grid,True,True,10.0,False,body_composition,-0.08197888696696287,-1.2635642914554814,0.25305862503579885,11.027668645715643,8.809281914068492,13.36273248219452,9.155900817871094,6.817206158447267,11.737057220458983,14.049227377044682,0.3305524679061724,0.10655170957460197,25,none
bodyweight_kg,SERUM,[1],XGBoost,grid,True,False,,False,body_composition,-0.0516126547057032,-0.9606127313753944,0.15446264453739986,10.871819084652444,8.390535761874059,13.259499271235882,8.87153356933594,6.455276777648927,11.530221464538572,13.56469344018365,0.32437842933065414,0.11365438872514737,25,none
bodyweight_kg,URINE,None,Dummy (mean),none,True,False,,True,body_composition,-0.06185733924785075,-0.22735075500178192,-0.0007435026727681544,14.941268309886222,10.617730479621178,19.20072514151352,10.744186046511627,7.974224806201552,14.241996124031008,12.83794837002778,,,43,
bodyweight_kg,URINE,None,Ridge,none,True,False,,True,body_composition,-0.07224648038655279,-0.23777595010841782,-0.013218629010004012,15.014182581484583,10.661459425490854,19.21498538144208,10.877363008061465,8.174734945310437,14.275220221619664,13.039623478727124,-0.13242363312293678,0.3972689289209049,43,
bodyweight_kg,URINE,None,PLS (3 comp),none,True,False,,True,body_composition,-0.19123667630323138,-0.45218313753968137,-0.015561278566103705,15.825353003715103,11.551457756750406,20.166452187090563,11.678788401376421,8.91473118362526,15.145357834944546,14.249211119091953,-0.16198450009352724,0.2993739797331088,43,
bodyweight_kg,URINE,None,Random Forest,grid,True,True,10.0,False,body_composition,-0.10076204115055787,-0.3452351948357285,0.040471543324673044,15.212517842043018,10.744301395555718,19.466032103653596,10.918482558139543,8.003443895348848,14.682671511627923,13.009200549079225,0.04442973477252244,0.7772536098754731,43,none
bodyweight_kg,URINE,None,Random Forest,grid,True,False,,False,body_composition,-0.17212249916046618,-0.4401810290886253,-0.030488776243422156,15.697875463940822,11.780446421481866,19.505263543017175,11.497604651162789,8.610471220930227,14.8281476744186,13.995368581436477,-0.092799343869371,0.5539349599796386,43,none
bodyweight_kg,URINE,None,MLP Regressor,grid,True,True,10.0,False,body_composition,-0.3754276669373735,-0.9182459609746061,-0.042749700295991816,17.004867650925853,11.721314896165934,22.293879969965932,12.157207967911619,8.872850030297181,16.030625742255395,14.624823958113693,-0.04498361692844837,0.7745486676953313,43,none
bodyweight_kg,URINE,None,MLP Regressor,grid,True,False,,False,body_composition,-0.6211862522522082,-1.5221823184937113,-0.1379029005680667,18.461663646800176,14.340407878194943,23.0512681201875,14.627444576984686,11.397336541151272,18.44860705246491,18.877178965048078,-0.05621144499205728,0.7203248070055744,43,none
bodyweight_kg,URINE,None,Decision Tree,grid,True,True,10.0,False,body_composition,-0.5942661596212835,-1.113511345243585,-0.24160046890831163,18.30774235760811,13.937268787480834,22.880114396489347,13.236046511627906,9.935639534883721,17.51436046511628,16.027529944686233,-0.10424756098690643,0.5058780455121402,43,none
bodyweight_kg,URINE,None,Decision Tree,grid,True,False,,False,body_composition,-0.8471058268581104,-2.1881493945786734,-0.09640105289861509,19.70608117010566,15.235432003632283,23.691573344776366,15.309252491694354,12.06165753045404,18.937819905869326,19.49853779717697,0.09047662674628862,0.5639409733852431,43,none
bodyweight_kg,URINE,None,XGBoost,grid,True,True,10.0,False,body_composition,-0.09683969100569234,-0.2699993932526597,-0.014508606876360602,15.185390239170765,10.72620145228611,19.483902575981723,10.942214894849199,8.09196071624756,14.509398360141489,13.102551279156579,-0.11549944446903262,0.4607962261899935,43,none
bodyweight_kg,URINE,None,XGBoost,grid,True,False,,False,body_composition,-0.08835565873894113,-0.2398392826670576,-0.016132028592167245,15.126546890945017,11.053009326985382,19.29599699662182,11.045139507914698,8.31612130719562,14.520167962894883,13.321614701475726,-0.09481983854557033,0.5452995482540215,43,none
bodyweight_kg,URINE,[1],Dummy (mean),none,True,False,,True,body_composition,-0.013714740793894675,-0.2587657612581603,-6.32380983059955e-05,13.408953415108389,8.714186752918696,17.92353566290335,9.620833333333332,6.249585549645391,13.369935726950352,12.511255601896456,,,24,
bodyweight_kg,URINE,[1],Ridge,none,True,False,,True,body_composition,-0.008452720849370099,-0.2513137374768164,0.0077205608819263215,13.374106342383813,8.685127433888745,17.86116305226079,9.608647214681413,6.224353661697335,13.340562251573228,12.49816483276615,0.2470428946474929,0.2445055475958005,24,
bodyweight_kg,URINE,[1],PLS (3 comp),none,True,False,,True,body_composition,-0.19705922605773418,-0.844502970736446,0.028302473595671628,14.571183256534692,10.448469255413727,18.37424389202501,11.586633321261536,8.480725574319054,15.10853303694452,15.29216518898,0.046173223623496594,0.8303598716005107,24,
bodyweight_kg,URINE,[1],Random Forest,grid,True,True,10.0,False,body_composition,-0.11240510727541464,-0.5712960646807826,0.053524633721596514,14.046511793042551,9.860948165368557,18.60528845950462,10.296541666666675,7.0754601562500135,14.296124479166672,13.482916193469352,-0.09675361209702488,0.6528920490475092,24,none
bodyweight_kg,URINE,[1],Random Forest,grid,True,False,,False,body_composition,-0.029490590838211705,-0.3859691517650882,0.07819439695007968,13.512888458704749,9.690488085404253,17.392524535480852,10.407802083333342,7.589910677083344,13.759814062500004,13.581415327153273,0.0664536065165821,0.7576892141937909,24,none
bodyweight_kg,URINE,[1],MLP Regressor,grid,True,True,10.0,False,body_composition,-1.5546991659604257,-6.737959259411541,0.1375408334358709,21.286628666044553,11.330098992798186,31.168388286955487,14.83805343807915,9.489102194096056,21.317029861071934,20.306380653701382,0.14777702482867738,0.49075562998068367,24,none
bodyweight_kg,URINE,[1],MLP Regressor,grid,True,False,,False,body_composition,-0.7959468151913185,-3.3074348409811387,-0.11569733951034135,17.847760799714177,13.378677294799065,21.77339953726127,14.56233153605514,10.955853473494148,18.52107280010871,19.06942615308254,0.15475198470642518,0.4702806246013162,24,none
bodyweight_kg,URINE,[1],Decision Tree,grid,True,True,10.0,False,body_composition,-0.16978178250644294,-1.0036523518426133,0.3190407113566041,14.404209454183873,9.484765315137647,20.02440732733684,11.175000000000002,8.243645833333336,15.491875,14.519103118119183,0.2461033206016175,0.2463622303880894,24,none
bodyweight_kg,URINE,[1],Decision Tree,grid,True,False,,False,body_composition,-0.7050258668272191,-2.598183689744141,-0.22303012404567543,17.39011632604375,14.280199294763221,20.539182485601646,15.164583333333333,12.006406250000001,18.409531249999997,19.828239673237118,-0.08563660827128533,0.6907274252780738,24,none
bodyweight_kg,URINE,[1],XGBoost,grid,True,True,10.0,False,body_composition,-0.0783249504651431,-0.7225178665655451,0.09957196390355677,13.829670347868275,9.67280416798821,17.49282377049085,10.25532938639323,6.767045834859213,13.96363459587097,13.6948357048122,-0.017907960540256958,0.9338088446658575,24,none
bodyweight_kg,URINE,[1],XGBoost,grid,True,False,,False,body_composition,0.027004231247003685,-0.2237755230310822,0.07644570441959177,13.136887383319133,8.75734990690778,17.327432706300197,9.60162353515625,6.375088807741801,13.21192806402842,12.466611380764492,0.3046639625506578,0.1477456421406994,24,none
bodyfat_kg,CAPILAR,None,Dummy (mean),none,True,False,,True,body_composition,-0.09891674746175516,-0.3101430869357408,-0.0018159424535836486,15.781915686053644,9.625717171950509,21.34698230139313,10.195050675675674,6.832655405405406,14.31761233108108,49.21161401335323,,,37,
bodyfat_kg,CAPILAR,None,Ridge,none,True,False,,True,body_composition,-0.00676345164038894,-0.21695252248459165,0.1263727449421906,15.10570653944446,8.824969575405243,20.686306904367786,9.768534815661273,6.493495862887817,13.790963078247765,46.33383255942869,0.47521139208186913,0.0029563401783244164,37,
bodyfat_kg,CAPILAR,None,PLS (3 comp),none,True,False,,True,body_composition,0.014538818088126071,-0.19307642581899903,0.19637540004456425,14.9450400669721,8.660354365772525,20.48597456939349,9.571550928371437,6.172311764603415,13.764364345295451,44.30334126362795,0.38814752347915416,0.017601908989613845,37,
bodyfat_kg,CAPILAR,None,Random Forest,grid,True,True,10.0,False,body_composition,0.08046139119799922,-0.14202543937616832,0.3207008025693835,14.43651303073171,7.628867387821374,20.10224043501128,9.025783783783783,5.838126351351352,13.117021621621618,41.58361321478065,0.5641645545848734,0.0002761255785495452,37,none
bodyfat_kg,CAPILAR,None,Random Forest,grid,True,False,,False,body_composition,0.08101761790938666,-0.11137806705299501,0.25658602711907813,14.432146064089103,8.30787101857118,19.81580296573699,9.544858108108105,6.4675484797297305,13.613681249999997,46.918087035633896,0.48209628276346467,0.0025153281580936604,37,none
bodyfat_kg,CAPILAR,None,MLP Regressor,grid,True,True,10.0,False,body_composition,0.1375021436248871,-0.08842550490164318,0.35930498117824344,13.981582672635865,7.309539595776195,19.48866507023049,8.897749150156404,5.889543784829734,12.845344077645178,42.25032816804875,0.5901732249696513,0.00012072663528891422,37,none
bodyfat_kg,CAPILAR,None,MLP Regressor,grid,True,False,,False,body_composition,0.055547402057507966,-0.15990019635370034,0.2547675926300153,14.630777495136659,8.040841093704532,20.357762086278846,9.30917815728162,6.006440875435567,13.404313550974642,42.07201890364144,0.542644484828209,0.0005207688481836884,37,none
bodyfat_kg,CAPILAR,None,Decision Tree,grid,True,True,10.0,False,body_composition,0.03540329542452392,-0.17909132090747015,0.29485006053278456,14.785983245980729,8.407125953748725,20.407480233756193,9.137802445302448,5.705616554054056,13.401620656370657,45.12625722056469,0.36967572278875704,0.02432797465455833,37,none
bodyfat_kg,CAPILAR,None,Decision Tree,grid,True,False,,False,body_composition,-0.0034361686753914267,-0.3809610746410513,0.24335961451875462,15.080724228074834,9.220264229317772,20.509045323445747,10.248648648648649,7.082702702702705,14.35679054054054,49.1337361711032,0.328343202220684,0.047247469141682805,37,none
bodyfat_kg,CAPILAR,None,XGBoost,grid,True,True,10.0,False,body_composition,0.037176811486243744,-0.17801849908572878,0.2661469118817556,14.772384172250458,8.07709779893529,20.42745972848446,9.331150235356512,6.126758969281171,13.288139167605218,43.40899725265102,0.5337755208247553,0.0006682060657971947,37,none
bodyfat_kg,CAPILAR,None,XGBoost,grid,True,False,,False,body_composition,0.012837759166782647,-0.2052946968331347,0.20280276268475797,14.95793323461353,8.462582026642712,20.63976958365053,9.575620950234903,6.33861833263088,13.625665869326204,45.42475862640435,0.42326365863633714,0.009048442911346712,37,none
bodyfat_kg,CAPILAR,[1],Dummy (mean),none,True,False,,True,body_composition,-0.15767067425987102,-1.2589956276944934,-0.0008735762725945216,6.0614230573481045,4.519123787462484,7.6032568959663225,4.94664855072464,3.600226449275364,6.243521286231885,49.15611485847357,,,24,
bodyfat_kg,CAPILAR,[1],Ridge,none,True,False,,True,body_composition,0.010792398482199483,-1.0873733944033217,0.2468809556088965,5.603066838653653,4.096408400587678,6.912341846869894,4.480458515122522,3.155187634835012,5.92055390108118,45.17612288079784,0.40517779568036993,0.04951077965438515,24,
bodyfat_kg,CAPILAR,[1],PLS (3 comp),none,True,False,,True,body_composition,0.22196060097572334,-1.1394688090760965,0.5635788955823915,4.969158797211917,3.631748746195679,6.052921209454382,4.078162958081099,2.8905666898342197,5.253677451364592,37.48732994202673,0.583633569522352,0.0027540049766855796,24,
bodyfat_kg,CAPILAR,[1],Random Forest,grid,True,True,10.0,False,body_composition,-0.0838270988006855,-1.8761537664330912,0.37400161725367337,5.8649198763708625,4.194289887187035,7.324215301469221,4.584562500000001,3.1144203125000027,6.086357291666667,45.928275850089385,0.3830766083666619,0.06464482903710919,24,none
bodyfat_kg,CAPILAR,[1],Random Forest,grid,True,False,,False,body_composition,-0.007694815488590301,-2.3979136972225485,0.5844652181590406,5.655182083479669,3.4856736474364123,7.875266702901724,4.257271101919508,2.9583761949496172,5.806830979879086,45.041165999982255,0.48904110237535386,0.015301918684369328,24,none
bodyfat_kg,CAPILAR,[1],MLP Regressor,grid,True,True,10.0,False,body_composition,0.02322106907226007,-1.251768784656377,0.3639556218979039,5.567756355435043,4.018736643445487,6.93609133196144,4.6282122430759385,3.4552587454043,5.9188954641418965,42.741054097991096,0.3560311780020325,0.08772018039867506,24,none
bodyfat_kg,CAPILAR,[1],MLP Regressor,grid,True,False,,False,body_composition,0.048487203196938444,-1.7109170555668716,0.5358737993191476,5.495274578493705,3.924143324054052,7.115288901871452,4.482336481756211,3.285696156074049,5.884545170946804,40.36266070955074,0.48828494146933255,0.015484673751946853,24,none
bodyfat_kg,CAPILAR,[1],Decision Tree,grid,True,True,10.0,False,body_composition,-0.6927043331560947,-2.7864939838145393,-0.1199297879364774,7.329471047308485,5.0102578748994695,9.535871141852983,5.814583333333334,4.206979166666667,7.533177083333331,49.861913309366116,0.2587331365288818,0.22216812054240148,24,none
bodyfat_kg,CAPILAR,[1],Decision Tree,grid,True,False,,False,body_composition,-0.9123209382700366,-4.1082865057591125,-0.14806361485487127,7.7904486762803895,5.973301808306847,9.440695124349725,6.425545634920634,4.854119047619048,8.19545833333333,57.86493149193438,0.2945683580789281,0.16233022016279772,24,none
bodyfat_kg,CAPILAR,[1],XGBoost,grid,True,True,10.0,False,body_composition,-0.1462181243255618,-1.492078104414262,0.17957883373587658,6.031366456654315,4.202329139216489,7.6107666718490234,4.682471680641175,3.148354923327764,6.080910398364067,48.09333044620687,0.23088673256071499,0.2777104528829301,24,none
bodyfat_kg,CAPILAR,[1],XGBoost,grid,True,False,,False,body_composition,-0.010794805010940545,-1.128288487329756,0.20378047170248206,5.663873972581098,3.975754652843868,7.131330427018158,4.409377900759379,2.989075564344724,5.759471374948819,44.89459234430129,0.4496599297184537,0.02748528244043001,24,none
bodyfat_kg,PLASMA,None,Dummy (mean),none,True,False,,True,body_composition,-0.003336214245674096,-0.1681499416208314,-6.114000860267813e-05,8.149715771893167,6.124959379405462,9.982551942870096,6.389981360671016,4.8698625349487425,8.06079450139795,44.91007375483545,,,37,
bodyfat_kg,PLASMA,None,Ridge,none,True,False,,True,body_composition,3.695417261084799e-07,-0.16589190359976685,0.004750649813207644,8.136153591216441,6.118241505477558,9.963308657674844,6.382595270413745,4.866908967776169,8.044559679706165,44.78699618160968,0.30954613693305694,0.06227195381864173,37,
bodyfat_kg,PLASMA,None,PLS (3 comp),none,True,False,,True,body_composition,0.3981878927074962,0.08008156092880288,0.584630297035817,6.311748405603323,4.662214873338109,7.894373682649198,4.986617248398588,3.7637572736042997,6.247144651589485,31.2788420528065,0.6591719633582424,9.143149304280677e-06,37,
bodyfat_kg,PLASMA,None,Random Forest,grid,True,True,10.0,False,body_composition,0.34674506344475775,-0.04231417806726413,0.6151150042595139,6.575981289428897,4.4995433362622945,8.389059207043104,4.821702702702705,3.4857439189189194,6.211067567567568,29.516446129336842,0.6197649935836959,4.3022984669102287e-05,37,none
bodyfat_kg,PLASMA,None,Random Forest,grid,True,False,,False,body_composition,0.23388800157990575,-0.20777571731663558,0.5048224679145072,7.121399516176683,5.138259716564267,8.799513689817665,5.410611133616444,3.9461746740049986,6.909544900861984,31.95974652176496,0.5425651847413163,0.0005219468864108161,37,none
bodyfat_kg,PLASMA,None,MLP Regressor,grid,True,True,10.0,False,body_composition,0.09282304882104753,-0.47137703577982093,0.4715916102932623,7.749349039043382,5.532721163053583,10.195236885393951,5.52380925857568,3.8810244609381073,7.41130810764013,32.29353537740583,0.5012117664119499,0.001577849836364172,37,none
bodyfat_kg,PLASMA,None,MLP Regressor,grid,True,False,,False,body_composition,0.26221786617976073,-0.23029150614739605,0.5165270858760709,6.988488997154625,5.2994147897866775,8.579362853329553,5.3965055507324085,4.0103471870145135,6.926121790012443,33.131451753928495,0.6353507689129175,2.3925038078057294e-05,37,none
bodyfat_kg,PLASMA,None,Decision Tree,grid,True,True,10.0,False,body_composition,-0.0660263946348707,-0.8964112890756739,0.40768991692036505,8.400462503354817,6.018063770715302,10.826873023504845,6.144594594594593,4.432939189189189,8.196351351351352,35.266723580956786,0.48092656438481585,0.0025859260693436126,37,none
bodyfat_kg,PLASMA,None,Decision Tree,grid,True,False,,False,body_composition,-0.36360006654585875,-1.757741002078072,0.2502544318071078,9.500855777172728,6.703483078992101,12.090500078689287,6.845582368082368,4.918477638352639,9.081981821106822,39.4793896635842,0.39270093512348847,0.016208225894738488,37,none
bodyfat_kg,PLASMA,None,XGBoost,grid,True,True,10.0,False,body_composition,0.23390027530734947,-0.048798954195899316,0.42086606623238404,7.121342470687941,5.266212005289611,8.843725783080119,5.489284293716018,4.154219979208869,6.942596417891012,35.348209255170545,0.5388407384526186,0.0005800205998647488,37,none
bodyfat_kg,PLASMA,None,XGBoost,grid,True,False,,False,body_composition,0.2117810571409372,-0.46353376020983855,0.5956852501604653,7.223416428950393,4.931229315926354,9.536603440385703,5.2969241786647485,3.7421652472985754,7.053950205622491,30.871343970469706,0.5678537607412443,0.0002465792629548557,37,none
bodyfat_kg,PLASMA,[1],Dummy (mean),none,True,False,,True,body_composition,-0.07582814848919472,-1.0410091815097524,-0.00017990465221467985,6.593339871836217,4.811471926541016,8.943508559218136,5.329985063480208,4.057076176250933,7.040973674383867,52.515338008451586,,,26,
bodyfat_kg,PLASMA,[1],Ridge,none,True,False,,True,body_composition,-0.07322549920539823,-1.032475553790045,0.0024284256211075934,6.585359720742862,4.796415053614149,8.933077471527957,5.3240404823314345,4.054525535544316,7.033234820438929,52.43931500339155,0.24324075666032868,0.2311596272741304,26,
bodyfat_kg,PLASMA,[1],PLS (3 comp),none,True,False,,True,body_composition,0.4333035937280263,-0.716612597242064,0.6684809849782215,4.785300784024577,3.5687603403432218,6.123170095256462,3.787646069966356,2.8074058656128518,5.077686629912099,36.16230385252981,0.690645882042888,9.404920490417047e-05,26,
bodyfat_kg,PLASMA,[1],Random Forest,grid,True,True,10.0,False,body_composition,0.4701304294906691,-0.6464749317756109,0.7587762381770928,4.627202451377237,3.6735975387526887,5.580226379061745,3.9557751396378555,3.056880597081546,4.93570712644391,40.22156460352412,0.7339690683082934,1.9768027241804317e-05,26,none
bodyfat_kg,PLASMA,[1],Random Forest,grid,True,False,,False,body_composition,0.37357664101611343,-0.864730566204788,0.6871454283347443,5.031158316890394,4.031586573420123,5.940396252009099,4.333711538461539,3.3061894230769253,5.269104807692308,43.278127907940735,0.6663019682251753,0.00020227504984915366,26,none
bodyfat_kg,PLASMA,[1],MLP Regressor,grid,True,True,10.0,False,body_composition,0.10933727143352967,-1.6433498841930103,0.5879707923895895,5.9991628476769465,4.615240390749648,7.226871898670719,4.810086153714419,3.541918009606159,6.174580426315843,47.45738507415355,0.5845917276572696,0.0017109193549144806,26,none
bodyfat_kg,PLASMA,[1],MLP Regressor,grid,True,False,,False,body_composition,-0.33161937777957684,-2.7925253332607425,0.23805363425888396,7.335404457224255,5.897903868960429,8.899454618647281,6.309395528823713,4.985769968080601,7.934702990523948,64.01219818741815,0.24131228965521725,0.23499453504131715,26,none
bodyfat_kg,PLASMA,[1],Decision Tree,grid,True,True,10.0,False,body_composition,0.227958409800342,-2.139813595624681,0.7816756082718089,5.585401019073638,3.445884925073556,7.764752647770635,3.8829120879120875,2.533558379120879,5.7450256410256415,36.66221867390374,0.7276325692302139,2.5284395584982354e-05,26,none
bodyfat_kg,PLASMA,[1],Decision Tree,grid,True,False,,False,body_composition,-0.31225003065985524,-2.8513564630589627,0.4597361483329443,7.281859705407045,5.425916152993003,9.064805493714097,5.875,4.29,7.66216346153846,50.894932856630724,0.5446915512791595,0.004012869931053296,26,none
bodyfat_kg,PLASMA,[1],XGBoost,grid,True,True,10.0,False,body_composition,0.1949756926023576,-0.8965550565121747,0.5190524431562615,5.703461425277378,4.49745917038545,6.869320977496859,4.907317975851205,3.8452243663714483,6.005141565616314,47.554588503410535,0.4875320994611194,0.011525904176665425,26,none
bodyfat_kg,PLASMA,[1],XGBoost,grid,True,False,,False,body_composition,0.19283618522765922,-1.027110826093611,0.710662277249391,5.711035420705412,4.274043050293169,7.144550956533794,4.557206869125366,3.343564762518956,5.9114673444857955,42.657641368114774,0.6480508904678246,0.00034383847047087397,26,none
bodyfat_kg,SALIVA,None,Dummy (mean),none,True,False,,True,body_composition,-0.05007659980271195,-0.5551847812723607,-0.0003833488936496377,9.04300315851499,6.9479781454846155,10.800273033963533,7.473316879199231,5.927615178938709,9.052030371589193,64.35149963142439,,,39,
bodyfat_kg,SALIVA,None,Ridge,none,True,False,,True,body_composition,-0.021928011456502583,-0.5692734326010573,0.07620014230581175,8.92097544461981,6.888192863219001,10.564287789232196,7.3412644096192405,5.8510085906760585,8.88614529325721,63.30665445803866,0.15092356096585222,0.35907946998476875,39,
bodyfat_kg,SALIVA,None,PLS (3 comp),none,True,False,,True,body_composition,-0.07243861420934494,-0.7021800079923687,0.11651693620499474,9.138784019665176,7.113713714388948,10.96020460389302,7.348564017392652,5.781427469182333,9.023200281825229,62.5598646666889,0.09424125139287463,0.5682296979062249,39,
bodyfat_kg,SALIVA,None,Random Forest,grid,True,True,10.0,False,body_composition,-0.14914374687841914,-0.559353587491078,-0.004103342629396659,9.459961551596935,6.910084245461023,11.484945154123055,7.064602564102564,5.145795833333334,8.872765064102563,55.92232774816629,-0.1320860073649288,0.42280741384966924,39,none
bodyfat_kg,SALIVA,None,Random Forest,grid,True,False,,False,body_composition,-0.11662509606142613,-0.538513100143036,0.002078792610031264,9.325151245164461,6.887848200136234,11.319365582814529,7.268224358974357,5.645568269230769,8.98141233974359,57.84921987352073,-0.10451604766180082,0.5266001522410467,39,none
bodyfat_kg,SALIVA,None,MLP Regressor,grid,True,True,10.0,False,body_composition,-0.5046512548395896,-2.16052414780817,0.06750063465990598,10.824805907227933,8.780324972619475,12.763427306820867,8.742553026645641,6.744549533820698,10.789003943726042,79.80142713213787,0.08045701223604942,0.6263313692029424,39,none
bodyfat_kg,SALIVA,None,MLP Regressor,grid,True,False,,False,body_composition,-0.331195832081308,-1.7251885441233537,0.08135906124338736,10.18176729071111,8.351613898068045,11.753558552025929,8.631566865615497,7.012900970748129,10.337881700069312,79.13060578369608,0.10658511495894368,0.5184017011124076,39,none
bodyfat_kg,SALIVA,None,Decision Tree,grid,True,True,10.0,False,body_composition,-1.0129459491631887,-2.178470036463429,-0.6108427114249227,12.52040130019596,9.369335948609262,15.296405256902974,9.53974358974359,7.165673076923078,11.970608974358974,73.56489577280199,-0.26702692229251235,0.10031669755198369,39,none
bodyfat_kg,SALIVA,None,Decision Tree,grid,True,False,,False,body_composition,-0.25362211016331004,-0.8416383426489583,-0.028267632520449067,9.880649957859228,7.283735720350527,12.016655296410038,7.419230769230769,5.542403846153847,9.30076923076923,57.114136539121894,-0.007457596358121096,0.9640610940959757,39,none
bodyfat_kg,SALIVA,None,XGBoost,grid,True,True,10.0,False,body_composition,-0.08814128091675077,-0.5880330751522301,-0.0030737082402185214,9.205446015086455,7.070961882325216,10.949846194070805,7.560615950364335,5.972453252963532,9.12068625303415,64.24410578212954,-0.16860230820746266,0.3048763461596277,39,none
bodyfat_kg,SALIVA,None,XGBoost,grid,True,False,,False,body_composition,-0.04904393911026683,-0.5282428014391765,0.020665529136150957,9.038555553976776,6.952047256619248,10.82160508429668,7.440334217364973,5.9337064416591945,8.984141972126103,62.7205898558796,0.005133455426418461,0.9752571400695078,39,none
bodyfat_kg,SALIVA,[1],Dummy (mean),none,True,False,,True,body_composition,-0.024759394368638166,-0.25510388527856254,-8.08016024128612e-05,10.665541019218452,7.569161242101217,13.811984758027945,8.382510885341073,6.225076197387519,11.205034470246732,61.313400645012074,,,26,
bodyfat_kg,SALIVA,[1],Ridge,none,True,False,,True,body_composition,-0.010556600685618589,-0.24290736239241636,0.0385564511704328,10.591372870763088,7.576637921755536,13.750250657420896,8.355340939531917,6.241637789223287,11.229824057866942,61.73564003163327,0.11208326486823011,0.585664330486202,26,
bodyfat_kg,SALIVA,[1],PLS (3 comp),none,True,False,,True,body_composition,-0.22938075425094806,-0.5673381136944841,-0.0986540438691277,11.681944568694915,8.315937924157081,15.123092554033187,9.214803540134545,6.832490664213543,12.386100852877126,68.14039664524432,-0.3474473211650227,0.08200638707580468,26,
bodyfat_kg,SALIVA,[1],Random Forest,grid,True,True,10.0,False,body_composition,-0.10882239671953742,-0.4100942784930468,0.034620034112884376,11.094377288064,7.548739873290446,14.413723943113178,8.442872226993098,5.976385452686163,11.367325234155675,59.69554789859026,-0.14268158698692052,0.48685129876128624,26,none
bodyfat_kg,SALIVA,[1],Random Forest,grid,True,False,,False,body_composition,-0.1763982661557011,-0.4943775204671571,-0.07772946116086213,11.427444586978384,8.247555413082193,14.622890709771326,9.111576923076925,6.778045673076926,11.917722115384615,64.82343800953197,-0.24646733620182704,0.22483682847115874,26,none
bodyfat_kg,SALIVA,[1],MLP Regressor,grid,True,True,10.0,False,body_composition,-0.5330050604171181,-1.2958957420499815,-0.15662741469619088,13.04498939501923,9.274508937978132,16.81424793217057,10.535482568501141,7.712155170649816,13.720874160380887,81.15733516005541,-0.387529451877362,0.05045983009139908,26,none
bodyfat_kg,SALIVA,[1],MLP Regressor,grid,True,False,,False,body_composition,-0.38513320282730734,-1.080242785962364,-0.11502490154144668,12.399886388712455,8.997883039162847,15.642982740394713,9.790834388169607,7.022006376539164,13.0297327691953,77.51615192660482,-0.2264016758390482,0.26606549582862543,26,none
bodyfat_kg,SALIVA,[1],Decision Tree,grid,True,True,10.0,False,body_composition,-0.29412606222233806,-0.838168572455357,0.04311485116059613,11.98561236842548,7.91031662758059,15.58693768294107,9.121153846153845,6.307836538461539,12.526009615384616,61.05744328791716,-0.030189506580111953,0.8836063437820768,26,none
bodyfat_kg,SALIVA,[1],Decision Tree,grid,True,False,,False,body_composition,-0.2958786780396032,-1.2335357084073664,0.07542217260467647,11.993725591377082,9.420135302678299,14.34997677824909,9.965750915750915,7.5237893772893765,12.529574175824173,75.1459490870203,0.09531021381956399,0.6432611698804674,26,none
bodyfat_kg,SALIVA,[1],XGBoost,grid,True,True,10.0,False,body_composition,-0.08165175900665322,-0.331283087609697,-0.02592335972090907,10.957605647500912,7.733744096281561,14.278543073520044,8.570339804429274,6.278231649032007,11.458830490845898,61.42270192884121,-0.356241842944559,0.07405460281497694,26,none
