target,sample_type,timepoints,model,search,scale,apply_pls,n_components,is_baseline,target_group,r2,r2_ci95_low,r2_ci95_high,rmse,rmse_ci95_low,rmse_ci95_high,mae,mae_ci95_low,mae_ci95_high,mape,pearson_r,pearson_p,n_test,spectral_preproc
vo2max_absolute,CAPILAR,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-14.096737763149994,-29.287476801451366,-8.003103509596702,1705.1739568517794,1417.502654600048,2013.6932762323167,1570.8715123504533,1309.7075437259223,1878.0016408218457,42.98486445200405,0.3727058511889712,0.07986062096610286,23,none
vo2max_absolute,CAPILAR,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,0.26505976593831215,-0.21279057394958406,0.4684224743245927,376.22976135628153,291.374942801778,460.2822425381246,307.9421828373993,231.2458195323676,396.40709323179306,8.680037297842151,0.522471312594491,0.010538731011211888,23,none
vo2max_absolute,CAPILAR,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,0.04503640388519714,-0.8100433306443393,0.3567916614872071,428.86493974897706,357.80565877534,482.43557073376957,385.2169082125604,300.51167874396134,454.10108695652167,10.907968698376761,0.46762984272260555,0.02444516503168624,23,none
vo2max_absolute,CAPILAR,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.6453078049974184,-2.795419170901667,0.33654488623557516,562.9252305745331,357.9744916709203,768.376958517834,411.5869565217391,278.1206521739131,572.733152173913,11.294318005459498,0.3058360931142042,0.15583604929443112,23,none
vo2max_absolute,CAPILAR,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.05882440977108294,-0.4853699688187254,0.27977811024996124,425.75765279629894,331.2662315518237,512.1213536720089,367.33512015964675,283.290759542714,456.84142641813855,10.310691349175995,0.28918569265019517,0.18078228166970345,23,none
vo2max_absolute,CAPILAR,[1],XGBoost,grid,True,False,,False,cardiorespiratory,-0.36790985615859007,-1.3457484543713545,0.06690619206499827,513.2818112686458,402.61103865997916,620.6535734824312,436.5350925611413,333.0789181916611,546.1862386952275,12.369059555080316,0.08576038394324592,0.697221284187766,23,none
vo2max_absolute,PLASMA,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.07775021263201998,-0.2695675512914575,-0.0014983178696149739,756.1237071724325,418.09641675592155,1142.0695026209223,491.60737234652896,348.56782128514055,726.7189206827309,84.53608077627757,,,42,
vo2max_absolute,PLASMA,None,Ridge,none,True,False,,True,cardiorespiratory,-0.07732529279272105,-0.2692763768629566,-0.0011344675771832646,755.9746356922263,417.97261266656454,1141.7892866211212,491.4578696170634,348.5333458237614,726.5779387259408,84.52898617217627,0.22348447359355358,0.15482238982138624,42,
vo2max_absolute,PLASMA,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,0.026045126838302513,-0.2624279939918423,0.15957161479348406,718.7919651591949,404.1123109713397,1084.4719300329311,444.5804597728529,294.47212066540607,669.0438885997704,77.92804600126058,0.2953074989236569,0.057611700239841655,42,
vo2max_absolute,PLASMA,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.046898870530720504,-0.1504527439206815,0.17732042326955333,711.0551535923375,391.1852147499099,1084.3442930354447,451.18099808099464,306.68077480015336,663.2333585683455,78.56324855249633,0.3310698322617696,0.03222313098681477,42,none
vo2max_absolute,PLASMA,None,Random Forest,grid,True,False,,False,cardiorespiratory,0.01908384382909223,-0.2829707045745609,0.1721080866316377,721.3561523236104,415.1310245404183,1087.2639560055025,457.6486495004018,309.04505792107733,685.0369317387696,78.62039074294407,0.28192890003123877,0.07047299251657038,42,none
vo2max_absolute,PLASMA,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.47351989819186313,-2.9214415421297177,0.10135211037389258,884.1211884237254,690.6795859378909,1082.3583846011857,690.4508373701832,536.0486874061801,869.6473232466161,66.1053376166623,0.17191811506585783,0.27630229923306865,42,none
vo2max_absolute,PLASMA,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.04595479670106872,-0.2031325580819267,-0.00034700437851922794,744.8867588698116,410.43279175085274,1123.884665243873,489.3714900180964,347.0864642793542,713.8045967933422,83.38945950066497,,,42,none
vo2max_absolute,PLASMA,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.17482986271786816,-0.8580257271955531,0.015551485884671491,789.4439211753107,487.7743626050414,1145.883210881456,548.4557823129251,404.28130668934244,744.4716638321993,84.45539016408662,0.18198920183041015,0.24870710202191013,42,none
vo2max_absolute,PLASMA,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.26892020939406835,-1.0425178030173543,0.021207413851205333,820.4477974455982,515.0876316910957,1182.7982091975339,556.7642857142857,397.4672619047619,778.730119047619,88.76752073507203,0.23647722210239444,0.1316122127845805,42,none
vo2max_absolute,PLASMA,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.010806814068116344,-0.18254993474733439,0.09494203177263824,732.2643257532801,403.62603051560075,1111.8691847792772,464.16847795758923,321.47896888369604,695.0155397542318,81.61085664473133,0.29650476495111633,0.056558945168869584,42,none
vo2max_absolute,PLASMA,None,XGBoost,grid,True,False,,False,cardiorespiratory,-0.038033011010577766,-0.23423045093706923,0.0817165495757275,742.0606096728683,414.1183950772655,1123.3481510364222,471.96373697916664,325.7985078357515,703.0191474551244,82.33107118028433,0.19053545635591848,0.2267949435767044,42,none
vo2max_absolute,PLASMA,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.014086722702810972,-0.3229452826841364,-5.216655375010489e-05,495.36225422066065,358.4012423478789,624.261508795271,415.79058823529414,308.1747647058824,531.1494117647057,11.447240803844585,,,25,
vo2max_absolute,PLASMA,[1],Ridge,none,True,False,,True,cardiorespiratory,-0.013738698627586476,-0.3226565196401057,0.0004039492593472221,495.27724532526406,358.27611712533565,624.1014224710575,415.7177590314932,308.2269780601457,531.0439705333017,11.445275807277568,0.24578693205212757,0.2362972357729002,25,
vo2max_absolute,PLASMA,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,0.1713328554275222,-0.12373989473810469,0.4250800134036064,447.791064059403,280.4399814361149,576.0018440832393,324.7190385312513,205.98168520395257,455.07314829825447,9.03185894936241,0.4248823881312706,0.03424738203495185,25,
vo2max_absolute,PLASMA,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.05493377619328743,-0.4635545347467629,0.31651741100824865,478.20761073199156,338.6746727632957,590.9163966159346,388.68,275.81687,503.94682499999993,10.663651260819597,0.27289958917376694,0.1868821944216082,25,none
vo2max_absolute,PLASMA,[1],Random Forest,grid,True,False,,False,cardiorespiratory,0.07654703856236655,-0.343178058503155,0.3379109096786906,472.7077818994793,316.7108762403372,595.7346449440771,368.7423167715396,251.3688440674475,494.8400485109462,10.182022218877734,0.29623158566695,0.15048126132727876,25,none
vo2max_absolute,PLASMA,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.5275406658668607,-1.677818807082186,0.10568062839738812,607.9694447127041,400.0054262293006,783.4241790207848,464.0345929467852,310.953946387698,620.1404773027158,12.229184878576973,0.10262143464276982,0.6254576836689713,25,none
vo2max_absolute,PLASMA,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.07378111772964457,-0.5509075246655993,-0.00023476259185036935,509.73357912596265,372.1016087622843,641.0169078855959,436.8556379133921,332.41441451462936,546.0540900053498,11.785621990534246,,,25,none
vo2max_absolute,PLASMA,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.5979597127024028,-1.679276141885273,-0.16863948381205787,621.8251389766031,471.47948414817904,763.514956052991,486.9987777777778,332.6126222222222,646.3843972222221,13.871301318534943,-0.144962689789252,0.48933218498340214,25,none
vo2max_absolute,PLASMA,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.9588457446439973,-2.1662001643240574,-0.0962683162418784,688.4707304296483,450.13748619298644,892.7487562053019,515.0830000000001,336.65318333333335,708.2775999999999,14.374042653702086,0.005742696955033734,0.9782654504645568,25,none
vo2max_absolute,PLASMA,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.08625123156505132,-0.2347161191854347,0.1747184669202314,470.21747494100117,339.4363530108439,587.8989733063306,386.94748046875,278.46440478515626,501.86353833007803,10.687540459456427,0.3891148866062098,0.054540677051825304,25,none
vo2max_absolute,PLASMA,[1],XGBoost,grid,True,False,,False,cardiorespiratory,0.031141993214190866,-0.2844643986874543,0.14310476024711638,484.1895689248667,344.9703171689302,609.4785083346496,390.43953125,274.68644189453124,521.5613125,10.8083955188928,0.20751452285520308,0.31956972888454566,25,none
vo2max_absolute,SALIVA,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.00562746559032834,-0.15228524292639142,-2.5469719247461834e-05,522.5280531051643,453.2586069291672,591.0085106725676,453.57878352490417,385.89812021072794,522.722485632184,12.550752231677592,,,48,
vo2max_absolute,SALIVA,None,Ridge,none,True,False,,True,cardiorespiratory,0.0024277762316913254,-0.1632525337054656,0.06979235914040441,520.4310774481452,452.2964212883624,585.4837845844032,453.42132609330673,387.3295550134224,520.937456729784,12.51909850067655,0.10378898507233952,0.4826691161809639,48,
vo2max_absolute,SALIVA,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.1343968189290934,-0.450304030646239,0.05133441553201521,554.9751642093254,478.8077425944283,625.3013466970434,476.2941395787904,406.77215498257874,553.4537930858045,13.32742617432798,0.04594919134262582,0.7564714632946317,48,
vo2max_absolute,SALIVA,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.06710650663266904,-0.3108030720293538,0.07058598588345978,538.2635016769203,464.0663604483901,614.1752685595533,455.18083333333334,384.7203437499999,529.3485859374999,12.810498898507305,0.024206588699723138,0.8702733631636955,48,none
vo2max_absolute,SALIVA,None,Random Forest,grid,True,False,,False,cardiorespiratory,-0.07497153766262898,-0.33429733325666755,0.06019106214062634,540.2434760895236,471.5444166478347,600.8449896589575,464.9316666666667,397.1653932291667,537.0268229166667,13.104882726125469,0.07199352456177166,0.6267759363567407,48,none
vo2max_absolute,SALIVA,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.7392298841090013,-1.58784192514341,-0.2716955708054066,687.178467995395,575.9487520253799,806.5942578632754,571.6169495674496,468.96668941659345,690.6393660788864,16.11871343017507,-0.14462260523606071,0.32672516667052154,48,none
vo2max_absolute,SALIVA,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.2666394193917281,-0.8533692686013055,0.07686618156124068,586.4318483142887,491.1489127488443,677.4287052459772,496.4108985024623,401.8254964215958,592.1900274778789,13.704058767470158,0.17235049908701564,0.24144029081871687,48,none
vo2max_absolute,SALIVA,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.4142370661319972,-0.890315640772117,-0.10142634956690956,619.6581358500772,522.9514021058841,720.7109577366148,511.07383432539683,425.57071738591276,604.9014703207671,14.155338005778162,0.1911337316600102,0.1931411582313469,48,none
vo2max_absolute,SALIVA,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.9320457564005982,-1.7842060170773535,-0.5058493721614844,724.2687583866917,620.1698036097104,848.2722658563041,594.6979166666666,494.9994791666667,731.4638020833333,17.201083781935264,-0.05208858061489738,0.7251334556510795,48,none
vo2max_absolute,SALIVA,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.05979890450393399,-0.22180784957848704,0.02339353428974304,536.4173069894096,465.26693766051375,605.6103410989703,460.48671468098956,390.0561216990153,531.6194347381592,12.819694871657806,-0.09681933935882109,0.5126976034037091,48,none
vo2max_absolute,SALIVA,None,XGBoost,grid,True,False,,False,cardiorespiratory,-0.12608667197331935,-0.3741803488940699,0.005501071032332314,552.9386623154102,480.9124003411749,623.6686092936127,466.4326426188151,391.809379196167,548.1936318715414,13.165378058152848,-0.06934341081193987,0.6395516164380928,48,none
vo2max_absolute,SALIVA,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.008021873565013715,-0.23649397776513717,-6.127273205455724e-05,422.199100796955,335.25077136295397,510.9967303490009,363.96597633136105,290.09833579881655,451.8994637573963,10.091793351267842,,,26,
vo2max_absolute,SALIVA,[1],Ridge,none,True,False,,True,cardiorespiratory,0.02536449795234652,-0.20040336904135703,0.07143696840222775,415.14846778519916,330.29369104071844,502.5003825732249,356.8498717798399,283.749081691606,446.66197235594547,9.936372981894575,0.21942429452545303,0.281473052394278,26,
vo2max_absolute,SALIVA,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.01180785382310634,-0.4787534941803577,0.2963401553173014,422.99121624655953,309.11344852491146,529.0775674562665,341.61577595348524,250.15043641053384,446.4385593901403,9.482996164036368,0.23970709263408166,0.23821855750745233,26,
vo2max_absolute,SALIVA,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.25823128595182654,-0.8364442862269896,0.12744903734504226,471.696404420289,362.4171984571671,574.8555098779192,372.36875000000003,271.2965168269231,485.3512451923076,10.394175594422526,0.09949537479162329,0.6286834341330713,26,none
vo2max_absolute,SALIVA,[1],Random Forest,grid,True,False,,False,cardiorespiratory,-0.076930204801132,-0.6238428278951971,0.28237681575164797,436.39132113673105,338.1721454024819,540.472599224382,356.2384615384616,272.8638846153846,468.0425288461538,9.96521626301769,0.17644087636617406,0.3885653399373103,26,none
vo2max_absolute,SALIVA,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-1.1809164179649785,-3.282117083330146,-0.1285693218223295,621.0146376555399,468.45544666575296,764.1565186076205,518.2338909979522,387.4895582847121,657.1017583618006,14.02741730255504,0.1450681471026313,0.47951684897545654,26,none
vo2max_absolute,SALIVA,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.6470339269256444,-1.789551560569746,-0.07048234038041705,539.6766133623242,440.95945989347894,632.1855437132606,469.8107070499381,374.2071050517808,571.2969015256514,12.625558765038983,0.17250213313515309,0.3994095636916812,26,none
vo2max_absolute,SALIVA,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-1.1526112930259123,-2.175243091911826,-0.5491445684592097,616.9715427921977,481.6896109634222,756.7819455390693,509.61538461538464,387.04471153846157,642.3807692307693,13.979058157886534,-0.14715542847471627,0.47314873161380583,26,none
vo2max_absolute,SALIVA,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-2.346267575240166,-4.399315582092895,-1.3679298440691678,769.2414157917076,644.985624117242,892.3997827533376,686.1346153846154,567.3778846153846,813.8,19.019712234137902,-0.24698704261681823,0.2238293352100094,26,none
vo2max_absolute,SALIVA,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.20218682484369732,-0.6935637467038797,0.14084527792749593,461.0715315897136,346.02006467363265,582.3371124982912,367.67568734975964,274.2255342923678,484.36223238431467,10.181475743052314,0.017179943591301736,0.9336142323320858,26,none
vo2max_absolute,SALIVA,[1],XGBoost,grid,True,False,,False,cardiorespiratory,0.0839632017839731,-0.22221191282113428,0.29127539708749994,402.4748859368177,321.4124195976233,488.74920801025246,335.01622596153845,255.96059734637922,426.6440169114332,9.381387959292145,0.29550315278588407,0.14274818113549606,26,none
vo2max_absolute,SERUM,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.04532763319009803,-0.2507870341118146,-0.00011935501290497062,457.4790764356589,338.35915560041985,578.9648960745809,369.59510452961666,290.1309851916376,461.75377264808355,9.893495605521142,,,35,
vo2max_absolute,SERUM,None,Ridge,none,True,False,,True,cardiorespiratory,-0.04396433923170351,-0.24783188783992877,0.0008786981470498978,457.18066189034016,338.2398962702937,578.5587945950299,369.3322317477341,289.89331005139536,461.42590473845263,9.887303462284272,0.2849597233999091,0.09707105812702747,35,
vo2max_absolute,SERUM,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,0.25513075085952264,-0.21993065358754965,0.47031822481540325,386.17578927073896,271.61266027807767,487.7936635103108,292.59260819367984,214.36729718019973,380.2194351560199,8.126226603046426,0.5253910395977479,0.0011914787234264142,35,
vo2max_absolute,SERUM,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.18881896613824922,-0.13382422072682074,0.4894434938808996,402.99894951815855,261.0100979269268,565.7972498250489,291.6394,213.73693089285717,391.7919803571428,7.710058330193223,0.4902962339831344,0.0027897768990256576,35,none
vo2max_absolute,SERUM,None,Random Forest,grid,True,False,,False,cardiorespiratory,0.219426043710657,-0.03512680930315361,0.4647780347136405,395.32296922552536,255.31026460628263,519.5114835925331,282.2311714285714,197.5827464285714,375.2321721428571,7.736745055649902,0.48478404706457223,0.0031633741145548613,35,none
vo2max_absolute,SERUM,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.33595606995918437,-1.39910092830993,0.08934127937090718,517.1792700968576,415.9626262300501,605.1172710788247,420.9622108165493,330.7559625079393,506.5940497164604,11.316075571602873,0.31291747775013745,0.06720766510543182,35,none
vo2max_absolute,SERUM,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.3075868468582328,-0.8156393221752503,-0.05522200005566612,511.6586160284399,377.9599593482581,640.7113162614402,410.68160518782526,316.24240434519027,504.7027864164814,10.614337859065195,,,35,none
vo2max_absolute,SERUM,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.3248528845910592,-1.0310384027159492,0.173072548198395,515.0256370272193,358.55971911347876,684.8506329948023,392.4331179138323,294.4664569160998,515.852412414966,10.67548624412635,0.2971331887916088,0.08302193990910524,35,none
vo2max_absolute,SERUM,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.13156691962197242,-1.0522574687979749,0.2391381854316744,475.9760948379055,402.04812841641524,540.9170729577675,415.3142857142857,337.0442857142857,497.0967857142857,11.486464832571622,0.5067931851453548,0.0018912448631222645,35,none
vo2max_absolute,SERUM,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.14988859384412423,-0.04041144714456513,0.311725396335676,412.55603239610303,290.84753681665325,538.3755284815193,323.5400599888393,247.8041158621652,415.82776419503335,8.650809594203627,0.5184768330993071,0.0014190988216131412,35,none
vo2max_absolute,SERUM,None,XGBoost,grid,True,False,,False,cardiorespiratory,0.11919873811152304,-0.042483805775761024,0.25558668379506005,419.9368480622342,295.8069011523997,543.6172087114909,326.11194893973214,243.20385986328125,417.94378871372766,8.785279217035576,0.41393649317877906,0.01343772635764395,35,none
vo2max_absolute,SERUM,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.005817964723411118,-0.2766004010384354,-4.3095325016634394e-05,469.9144292843602,370.5866135125853,567.3302149689783,403.0648979591837,311.78104081632654,499.9452653061224,11.522599772748562,,,25,
vo2max_absolute,SERUM,[1],Ridge,none,True,False,,True,cardiorespiratory,-0.0057091279407002204,-0.2764254754620535,8.2870923394251e-05,469.88900452558755,370.5599617426786,567.2022516124993,403.0689808170426,311.8168754819644,499.9510081044831,11.522541919893536,0.11320671641735917,0.5900303953459956,25,
vo2max_absolute,SERUM,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,0.11808510947491957,-0.21606977216667841,0.29889039524470357,440.02000777565826,325.5504785000691,540.523354253586,352.4514017438711,256.69805895065144,460.02912064864586,10.182953544903938,0.3659807319455811,0.07198214661528675,25,
vo2max_absolute,SERUM,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.05131433771730454,-0.4593090213065466,0.3472904234205632,456.3733283384887,363.0061449549467,540.269470537827,373.99190000000004,272.88648,474.36471,10.60099937888918,0.282392226119265,0.171405425499345,25,none
vo2max_absolute,SERUM,[1],Random Forest,grid,True,False,,False,cardiorespiratory,0.17810295611412674,-0.21474275831810533,0.42634281907383487,424.7836534696221,314.3340507044431,524.6780213209408,350.75340000000006,264.89178,451.35371499999997,10.092812258422716,0.4409841485614114,0.027346580574566626,25,none
vo2max_absolute,SERUM,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.41032361887831836,-1.8541692737032962,0.32273875354650966,556.4401720606761,366.49676242839575,716.949698814279,422.88249682085603,298.94727510897195,582.2083278424758,11.161989521235732,0.4776549031479825,0.015745615963645904,25,none
vo2max_absolute,SERUM,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.0010318565700888627,-0.26868817229742287,-6.405436441760982e-05,468.7950700953256,377.06329556986344,559.3439561293229,409.15973413062557,326.6187129714596,499.4999202391876,11.52914167709518,,,25,none
vo2max_absolute,SERUM,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.13206330092180285,-0.9195464079986633,0.2812584217967177,498.5336096994866,390.3345602680206,600.7615048017298,410.64,308.67900000000003,526.5384999999998,11.82688160934234,0.33335029156036894,0.1034434134454434,25,none
vo2max_absolute,SERUM,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.827706658943641,-2.41509723411855,0.08511188672225725,633.4499901333965,442.75406268463286,802.742867501672,502.1,357.45550000000003,667.012,14.140429244939748,0.19316375099347535,0.3548999497091282,25,none
vo2max_absolute,SERUM,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.11191959469151525,-0.5747522539898853,0.11045888472628815,494.07829822237943,401.03151643732264,577.6157949612136,424.057734375,333.05706762695314,523.9537495117187,12.073260075765482,-0.009873206402384864,0.9626410268777275,25,none
vo2max_absolute,SERUM,[1],XGBoost,grid,True,False,,False,cardiorespiratory,-0.014672799668938419,-0.33505937765951804,0.13931983180575555,471.9783697552023,365.06467063842354,577.3598218612906,393.054755859375,293.7473298339844,501.860134765625,11.276221095119507,0.10502375889864149,0.6173425800407016,25,none
vo2max_absolute,URINE,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.09415344018447747,-0.5902082153223488,-0.0006621728278267293,566.9028925191599,456.2174844679889,696.1362675016937,477.175076499388,393.75439335985317,574.2002157282741,13.621480189073921,,,43,
vo2max_absolute,URINE,None,Ridge,none,True,False,,True,cardiorespiratory,-0.09243711398134469,-0.5922823644563026,-0.0001519036138311929,566.4580864621344,455.63387463966893,695.3214198019219,476.8913361812579,393.1828188875338,572.9907500491653,13.61619148857586,0.06394242362450286,0.6837433557871523,43,
vo2max_absolute,URINE,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.20623237927116622,-0.5864253002721499,0.0045764427051817325,595.230324937944,456.4313752565114,761.2481766570382,484.010227568976,397.0747118366433,595.4420118503398,14.209084050764712,0.006944601612912074,0.9647470613640164,43,
vo2max_absolute,URINE,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.25608729287270426,-0.6676631831311076,-0.083329664440245,607.4065472458165,468.17654413029413,764.6366498163866,494.9856046511628,402.7276572674419,607.8364188953489,14.554811890269479,-0.1883969774517127,0.22632960194651022,43,none
