wavenumber,u_stat,p_value,q_value,auc,n_high,n_low,significant,sample_type
3050.854846120364,1100.0,0.0,0.0,0.1937,71,80,True,CAPILAR
3048.926366445193,4253.0,0.0,0.0,0.7488,71,80,True,CAPILAR
3046.997886770022,4955.0,0.0,0.0,0.8724,71,80,True,CAPILAR
3045.069407094851,5009.0,0.0,0.0,0.8819,71,80,True,CAPILAR
3043.14092741968,5004.0,0.0,0.0,0.881,71,80,True,CAPILAR
3041.212447744509,5002.0,0.0,0.0,0.8806,71,80,True,CAPILAR
3039.283968069338,4993.0,0.0,0.0,0.879,71,80,True,CAPILAR
3037.355488394167,4993.0,0.0,0.0,0.879,71,80,True,CAPILAR
3035.427008718997,5021.0,0.0,0.0,0.884,71,80,True,CAPILAR
3033.498529043825,5040.0,0.0,0.0,0.8873,71,80,True,CAPILAR
3031.570049368655,5041.0,0.0,0.0,0.8875,71,80,True,CAPILAR
3029.641569693484,5021.0,0.0,0.0,0.884,71,80,True,CAPILAR
3027.713090018313,5020.0,0.0,0.0,0.8838,71,80,True,CAPILAR
3025.784610343142,5023.0,0.0,0.0,0.8843,71,80,True,CAPILAR
3023.856130667971,5017.0,0.0,0.0,0.8833,71,80,True,CAPILAR
3021.9276509928,5017.0,0.0,0.0,0.8833,71,80,True,CAPILAR
3019.999171317629,5022.0,0.0,0.0,0.8842,71,80,True,CAPILAR
3018.070691642458,5021.0,0.0,0.0,0.884,71,80,True,CAPILAR
3016.142211967287,5020.0,0.0,0.0,0.8838,71,80,True,CAPILAR
3014.213732292117,5018.0,0.0,0.0,0.8835,71,80,True,CAPILAR
3012.285252616945,5026.0,0.0,0.0,0.8849,71,80,True,CAPILAR
3010.356772941775,5034.0,0.0,0.0,0.8863,71,80,True,CAPILAR
3008.428293266604,5033.0,0.0,0.0,0.8861,71,80,True,CAPILAR
3006.499813591433,5036.0,0.0,0.0,0.8866,71,80,True,CAPILAR
3004.571333916262,5033.0,0.0,0.0,0.8861,71,80,True,CAPILAR
3002.642854241091,5033.0,0.0,0.0,0.8861,71,80,True,CAPILAR
3000.71437456592,5034.0,0.0,0.0,0.8863,71,80,True,CAPILAR
2998.785894890749,5037.0,0.0,0.0,0.8868,71,80,True,CAPILAR
2996.857415215578,5037.0,0.0,0.0,0.8868,71,80,True,CAPILAR
2994.928935540408,5036.0,0.0,0.0,0.8866,71,80,True,CAPILAR
2993.000455865237,5023.0,0.0,0.0,0.8843,71,80,True,CAPILAR
