target,sample_type,timepoints,model,search,scale,apply_pls,n_components,is_baseline,target_group,r2,r2_ci95_low,r2_ci95_high,rmse,rmse_ci95_low,rmse_ci95_high,mae,mae_ci95_low,mae_ci95_high,mape,pearson_r,pearson_p,n_test
vo2max_absolute,CAPILAR,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.042269226138257565,-0.5554534112641591,-0.0003208125418637988,572.5253206929509,444.45082515049677,695.2791989090374,494.1949354992832,385.3898709985667,617.7224916387959,13.596635544277893,,,23
vo2max_absolute,CAPILAR,[1],Ridge,none,True,False,,True,cardiorespiratory,0.10912380191609838,-0.3922736190592319,0.23185996986913512,529.3140464982077,401.9587679757722,643.1497684441086,442.55148455488853,334.9904050361845,565.6335322766614,12.15426694155432,0.4938865524871142,0.01661090886182901,23
vo2max_absolute,CAPILAR,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,0.17150208991980576,-0.4010086755423784,0.395870659916052,510.4467579421422,380.8521857595473,638.9511254068448,410.8026823002698,299.2812338054944,546.4763418180798,11.375448483318493,0.4242700109806032,0.04361984475057121,23
vo2max_absolute,CAPILAR,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.16088542901376157,-0.43089457117746716,0.36559928068219355,513.7068684494296,385.6890386921855,634.0973492646531,411.1979347826087,292.6874565217392,544.9789619565217,11.283558366768464,0.4648854478838581,0.0254111914109233,23
vo2max_absolute,CAPILAR,[1],Random Forest,grid,True,False,,False,cardiorespiratory,0.09132609278465698,-0.260561650838931,0.2467525483898531,534.5751541297493,396.86579543131427,657.7689791526637,433.883510446644,313.40582843447345,570.9340036076111,12.278304924985676,0.32334288437260256,0.13232737658284277,23
vo2max_absolute,CAPILAR,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,0.38338216256519597,0.03342832124198839,0.5639997269688272,440.3649887441144,319.00009897228017,553.1959732105333,348.0441864586043,249.66431989939952,457.2219122852543,9.847825720133082,0.660130470026157,0.0006087093083859236,23
vo2max_absolute,CAPILAR,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,0.15925470392331276,-0.42026818856135256,0.3690149784926975,514.2057920185875,392.9073839230239,624.039817606327,432.51359696304786,321.7909841136046,549.1961441437071,11.87881170707416,0.42139862096747177,0.045216841034359335,23
vo2max_absolute,CAPILAR,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.19232208994215227,-1.366119720784978,0.1934865046875404,612.3525577883264,467.3538192694612,764.1143633047757,497.5211870255347,367.2458799171843,645.119374568668,13.708502138624612,0.14742900117984803,0.5020304968908387,23
vo2max_absolute,CAPILAR,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.1321615898020987,-1.2975849872421883,0.3606885814272882,596.7040005322636,468.841821577497,724.8750138304536,508.5217391304348,383.8007246376812,629.5983695652172,13.800936619124684,0.2937252179430254,0.17372497476222257,23
vo2max_absolute,CAPILAR,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.07201780934503255,-0.3560138166492422,0.18915139204022013,540.2248554161114,414.4178919695575,664.9082155293366,454.7985202955163,338.6214992357337,585.0131668754245,12.571952424574736,0.3814247293680327,0.072521068861446,23
vo2max_absolute,CAPILAR,[1],XGBoost,grid,True,False,,False,cardiorespiratory,-0.08113410282270528,-0.6258127723607984,0.03304404967628095,583.1019912959114,457.20559865206377,707.1271224405352,495.4051460597826,383.0506798785666,632.4014319378396,13.728360365732401,-0.08733778524000743,0.6919148681053784,23
vo2max_absolute,PLASMA,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.07045539254477995,-0.30158950712224675,-0.0002757717746421701,838.4393278340125,544.3668472356163,1178.3109398094502,598.6859133126935,449.0697368421053,808.87528250774,94.59198684543615,,,38
vo2max_absolute,PLASMA,None,Ridge,none,True,False,,True,cardiorespiratory,-0.0710410819777878,-0.3019257928540545,-0.0004802703126321862,838.668668498711,544.5169464279423,1178.6680964172267,598.8443681250939,449.21110272669443,809.1496288708387,94.6427383907371,-0.18583297249327582,0.2639736245287074,38
vo2max_absolute,PLASMA,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.061037092138915616,-0.3517267769293481,0.11754818411055895,834.7427142782004,545.1282169418952,1173.6870067102645,605.2874102657082,451.71166281837947,811.8142312707736,93.42872641722832,0.17371655947574793,0.29692732062906957,38
vo2max_absolute,PLASMA,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.052898749192875405,-0.295055376813135,0.07525846502501307,831.5352395256779,540.4211694254864,1161.6945941598854,599.4336842105263,446.0803930921053,802.4470263157893,92.78923760837321,0.1376355382171379,0.4099210797758012,38
vo2max_absolute,PLASMA,None,Random Forest,grid,True,False,,False,cardiorespiratory,-0.07800312219443484,-0.4234628189637223,0.05454523194151348,841.3900334002436,565.027679995148,1158.6382781440477,624.227894736842,472.1694391447369,812.2538486842103,92.38070581233121,0.13284635271959644,0.42655694602771066,38
vo2max_absolute,PLASMA,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.3435694547692545,-1.2427200578929896,-0.08040902786658419,939.328317276074,680.4316158669695,1229.7133430796955,701.0252789872675,516.3516000758559,914.5332206519108,91.1281755329933,-0.06467503509892794,0.6996670576173086,38
vo2max_absolute,PLASMA,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.023936261021823002,-0.19480019044472618,-5.629127705188453e-05,820.0188118185454,531.529998835171,1153.5430297487926,584.7150971410625,434.9798200292676,797.8109834876898,91.88775810411637,,,38
vo2max_absolute,PLASMA,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.27181832581417575,-0.7272500922414872,-0.09250617248404448,913.9025586648158,611.8169857846236,1248.1115573737015,680.5974937343358,504.4397744360904,881.7977396616541,98.21568427067676,-0.021560182094200034,0.8977683759947798,38
vo2max_absolute,PLASMA,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.24240933756852923,-1.0461076714494248,0.019051370705952267,903.2744112977314,636.6784800770996,1189.4380430425788,688.357894736842,513.9319078947368,879.5486842105262,91.6904497895881,0.1829775635947905,0.27151265242910094,38
vo2max_absolute,PLASMA,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.06799659109080891,-0.2782662616378678,0.04943383120570707,837.475840216468,541.9773850464605,1178.7047279611527,604.7922273334704,453.52975512052836,805.8229860004625,94.71105014404377,0.0950502115300895,0.5702770099613484,38
vo2max_absolute,PLASMA,None,XGBoost,grid,True,False,,False,cardiorespiratory,-0.08906125101786677,-0.342961435878349,0.008381678870052738,845.6945016480183,558.1396000259759,1170.8938421686694,612.1911081414473,453.33431267989306,812.2983710359273,93.17602126505011,0.03541690321092933,0.8328112745820888,38
vo2max_absolute,PLASMA,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.012656826483889994,-0.2868714121584029,-3.054213193797735e-05,562.5599934113104,440.2596915145802,671.2840305161201,479.27691766361716,370.8205489092188,590.3403589021816,13.918185883785593,,,29
vo2max_absolute,PLASMA,[1],Ridge,none,True,False,,True,cardiorespiratory,-0.01340630778496732,-0.2880504798027151,-0.0007028787714423731,562.7681341162436,440.3449065426025,671.7239521009008,479.4314822958819,370.9634277446242,590.6606245013588,13.92264427983871,-0.34550425188750544,0.06639426878314622,29
vo2max_absolute,PLASMA,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.1755888364934648,-0.7645505809109581,0.1453533859561241,606.1295026131714,453.6989853839061,758.4953731827613,486.3689568700484,353.9807257014436,632.4965672477272,13.832803117718417,0.027998586481698323,0.8853640880373052,29
vo2max_absolute,PLASMA,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.023371550409141406,-0.3176968498094197,0.22003930703383393,552.4619630740685,422.29530161825255,686.8773304571451,440.52615406198044,317.91867640439494,571.0028361055447,12.652820188282615,0.20295804828819067,0.2910022770224264,29
vo2max_absolute,PLASMA,[1],Random Forest,grid,True,False,,False,cardiorespiratory,-0.0855754734871852,-0.4921624970559891,0.13666841661397486,582.4621486751935,458.1275513547171,697.8239041878824,471.67466848185103,340.34030585713657,602.81864852663,13.548503602627376,0.06583340730482397,0.7343855527303402,29
vo2max_absolute,PLASMA,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.9165649698709093,-2.3511514360570414,-0.16004186287602115,773.9260581600178,595.5585111726506,935.8430284426132,616.859367952227,441.9895037863326,790.9674736910523,16.596401437230085,0.10513605561305127,0.5872822472182602,29
vo2max_absolute,PLASMA,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-43.87722694822419,-73.95862659642634,-31.15444961511545,3744.9903521293477,3536.3167621981315,3918.6218757976344,3703.0304455546666,3498.873549002942,3882.6821696925977,101.68490877301963,,,29
vo2max_absolute,PLASMA,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.020323309673137224,-0.3674846726519115,0.2281893285576853,564.6854541683432,408.68406677250283,703.958380675814,444.9843185550083,325.67957101806246,573.9088793103448,12.705142008189593,0.2606857327938244,0.17198997640075608,29
vo2max_absolute,PLASMA,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.4944717245944532,-1.6769453263501963,0.10268291881015734,683.4103439827284,536.3652210021958,831.6827486879274,544.7313355227149,409.02616037219485,702.251271209633,14.943911694974036,0.23099087543897795,0.22797383827464643,29
vo2max_absolute,PLASMA,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.009771821983460383,-0.26628574592172066,0.12003162542166702,556.2952310281881,431.45005726875786,677.2939951108613,465.3775508485991,353.8940497036638,586.8933435900458,13.529014955858077,0.14169135650413156,0.4634492177482944,29
vo2max_absolute,PLASMA,[1],XGBoost,grid,True,False,,False,cardiorespiratory,-0.05925858080853774,-0.3589979758155913,0.03530088236822768,575.3587100357682,456.644061457641,693.1024895725434,488.3875606142241,378.75459531586745,611.728714725889,14.144465825187,-0.07716613295756053,0.690727866148239,29
vo2max_absolute,SALIVA,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.023301714635597603,-0.26312484523238633,-7.300085011922043e-05,590.2052987901916,487.4681326562734,701.4364478361383,477.8398876404495,384.9848889172626,580.1911580694587,14.387436782460208,,,44
vo2max_absolute,SALIVA,None,Ridge,none,True,False,,True,cardiorespiratory,-0.0038292121026146653,-0.2261918588244267,0.08169129222004978,584.5627914308193,476.2623086739831,698.2217339120104,465.92464571665096,369.1420410134986,574.170278045651,14.087356681244964,0.1385455840817509,0.3697793213675227,44
vo2max_absolute,SALIVA,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.042939304086362595,-0.4382922695228309,0.16839806579234023,595.8415305916715,496.76881650276937,695.9197046448977,477.27184470538117,381.706886008712,580.731782769176,14.454296606660774,0.19852509370525664,0.19640601296038473,44
vo2max_absolute,SALIVA,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.06036870634693581,-0.43509277552176295,0.13655583663734985,600.7996963158201,494.2428837208067,709.1227025617134,499.4670454545454,409.4284261363636,600.4627187499999,15.070967815524725,0.12286554423952929,0.4268738015709891,44
vo2max_absolute,SALIVA,None,Random Forest,grid,True,False,,False,cardiorespiratory,-0.006807690342602202,-0.3562967435188848,0.17183097143038448,585.4293820462619,486.0257090419663,697.1660543891869,470.7346590909092,378.96242897727274,572.789502840909,14.270247166201989,0.20665290538866057,0.17833536560171462,44
vo2max_absolute,SALIVA,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.727812170335256,-1.4966534771190128,-0.1356094195384014,766.919035981536,594.0955466975817,937.0246252359136,615.9084690543785,494.7457752886502,748.5172230740314,17.31273122840315,0.19106734674278064,0.21409085865071234,44
vo2max_absolute,SALIVA,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.3083068757447398,-0.944187490088034,0.119434427719816,667.3536885565194,513.6656458726687,811.48103741009,528.922444710948,408.04006304516884,660.8662826101161,15.886659542425033,0.13487655456523945,0.3827109599060328,44
vo2max_absolute,SALIVA,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.49866247266163377,-1.1885848510306236,-0.054528033601771345,714.2548031167863,552.2787627215606,875.3761756810029,560.5253156565656,444.78944940476197,704.996213248557,17.2937205696632,-0.053716097430209664,0.7291136423447632,44
vo2max_absolute,SALIVA,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.407957261583654,-1.33793001398079,0.08437194581117517,692.3026425369445,542.9466307795407,823.6820866917038,558.5568181818181,436.603125,678.3051136363637,16.57330650330638,0.2403599807355634,0.11604168721583137,44
vo2max_absolute,SALIVA,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.014739063207683367,-0.22774045919524058,0.12041770313513327,579.1310971267978,470.96762822694836,688.2212911347679,471.471396706321,379.7807345303622,574.2483900590377,14.208077780110134,0.16983093973912877,0.27040514930922604,44
vo2max_absolute,SALIVA,None,XGBoost,grid,True,False,,False,cardiorespiratory,0.01653659464119195,-0.22445018531014257,0.10672933734079315,578.6025662805112,477.31480495975836,689.4673136784583,466.5702847567472,379.94976723410866,569.6768780795011,14.071070043837164,0.20438288892715473,0.18325765469338964,44
vo2max_absolute,SALIVA,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.1125290303652342,-0.5628084901994697,-0.0014605136379769014,479.61959906723365,355.63458637154883,602.4922645277547,379.24509803921563,269.66334033613447,492.866894257703,11.676082724346022,,,28
vo2max_absolute,SALIVA,[1],Ridge,none,True,False,,True,cardiorespiratory,-0.11138455612169618,-0.5577334666272702,0.03892713419433051,479.3728398798582,356.00451523153123,604.0622949080292,373.32751974559824,261.832850193844,485.7912776005052,11.506330887725271,0.05200924058888457,0.7926758505487294,28
vo2max_absolute,SALIVA,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,-0.15599441702481287,-0.7377498870412604,0.1386386941188974,488.89896050287524,388.8108041796946,587.0937121366547,411.60767208575305,320.2698065467447,508.59247533818615,12.205589419904369,0.11056015619395435,0.5754260182900176,28
vo2max_absolute,SALIVA,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.024503198001551985,-0.4945179422759162,0.22715405201375427,460.2543530852571,335.209137033533,588.2323738187927,372.5221428571428,275.3661651785714,474.2632499999999,11.416041249952794,0.24747761636364007,0.20419691641730994,28
vo2max_absolute,SALIVA,[1],Random Forest,grid,True,False,,False,cardiorespiratory,-0.01602542722700262,-0.5016237702717512,0.23395378738760436,458.3460932529296,343.759327391079,568.2805480993852,367.4766964285714,269.5647410714286,463.8384553571429,11.079107273923947,0.22708401276999496,0.2451985322956132,28
vo2max_absolute,SALIVA,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.3059498109922487,-0.9964683634594081,0.07807770840553792,519.6422912009035,422.51445030585586,628.8661185057273,448.2423542819759,361.16719079033203,551.1226023403023,13.22075854271563,0.0408751496763823,0.8363880290300072,28
vo2max_absolute,SALIVA,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-1.036146164265646,-2.4841695754664155,-0.3278631972103407,648.8521093360287,498.8219243922687,807.1284691190411,536.4230318420581,410.90104438522746,677.272411119639,15.609692040670915,-0.19679983461116995,0.31549966366733007,28
vo2max_absolute,SALIVA,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.4305933100481292,-1.6526780045494773,0.12603905800560877,543.875305758853,426.99425685795086,639.0659385169686,456.69642857142856,346.74151785714287,556.2160714285714,13.661954798380807,0.22590997329685,0.24771317683169525,28
vo2max_absolute,SALIVA,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.5992085971013994,-1.90673538644837,0.013125399965404924,575.0343700907923,455.3062227762094,687.4502092547167,472.30357142857144,354.9272321428572,599.5249999999997,13.471240001665413,0.07902332189835452,0.6893673723885736,28
vo2max_absolute,SALIVA,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.11438739707172685,-0.5328741203723764,0.03922166614646546,480.0200098298278,360.2776752946821,588.293882588253,379.94693429129467,270.27196219308036,487.4369064331055,11.633944779093826,0.06805337219757229,0.7307816752876828,28
vo2max_absolute,SALIVA,[1],XGBoost,grid,True,False,,False,cardiorespiratory,-0.559782818856545,-1.272772400533436,-0.19135432814040365,567.9018869130765,446.5734728630668,688.2615399803714,471.5072719029018,357.65996704101565,590.4670654296875,14.102782298908467,-0.10808139137487432,0.584072249106992,28
vo2max_absolute,SERUM,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.08230164676492535,-0.302409962898952,-0.0007147506997736113,819.0009671576058,549.0191069185502,1167.4568405489995,609.9948629148629,468.1340836940837,803.3445331890332,83.61932069196294,,,45
vo2max_absolute,SERUM,None,Ridge,none,True,False,,True,cardiorespiratory,-0.08256839248663117,-0.30296268891137834,-0.0008647813130603152,819.1018870562167,548.8837131348214,1167.7068081917562,610.0399581184195,468.2523550629941,803.5396662501637,83.63855979352662,-0.00905622933915375,0.9529181397022188,45
vo2max_absolute,SERUM,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,0.08498969621679064,-0.11526862025288491,0.23987387954591344,753.049019350944,500.6351544383629,1074.1205857480015,561.0416358278039,424.685614073757,746.3843950573194,77.00149019765892,0.40883362754306324,0.005297435350095719,45
vo2max_absolute,SERUM,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.05745808846424316,-0.15838554310001,0.179932563058189,764.2942467429965,511.36443045106125,1074.0119565268024,558.6386666666667,417.03086388888886,753.4889083333331,76.53541043839222,0.34721517853923134,0.019445970332660618,45
vo2max_absolute,SERUM,None,Random Forest,grid,True,False,,False,cardiorespiratory,0.039518836069550534,-0.18739012101724814,0.14949919012666116,771.5333103789528,522.0504935711555,1072.1066488190022,575.215388888889,428.95380416666666,766.4614319444445,75.86818097610477,0.28458811120470595,0.058126833424677705,45
vo2max_absolute,SERUM,None,MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.13964277258866442,-0.38545431447982986,0.13806948872411595,840.4166063108389,542.1468158963955,1221.9054845116136,606.4802057032692,454.4366697337108,799.7294119713531,87.15423201138725,0.11754808160741338,0.4418821833114046,45
vo2max_absolute,SERUM,None,MLP Regressor,grid,True,False,,False,cardiorespiratory,0.05705003100400097,-0.34346272041811965,0.23035548070844356,764.4596729258247,551.3227139266062,1024.5053453769258,585.5384908553991,445.79698146205965,755.2920460731167,70.57790986798615,0.3177655793060179,0.03340948594502788,45
vo2max_absolute,SERUM,None,Decision Tree,grid,True,True,10.0,False,cardiorespiratory,-0.2862434106771301,-0.9553198124336048,-0.02043934164529857,892.8362946873918,657.0178149512867,1187.9145388290017,681.1577777777777,516.8636111111111,878.0568333333332,77.31431997899915,0.13329518713357333,0.3827101286284863,45
vo2max_absolute,SERUM,None,Decision Tree,grid,True,False,,False,cardiorespiratory,-0.2664704967487672,-1.2324500367641265,0.058349007927702284,885.947105393745,686.7151456119536,1135.0877778543206,690.4688888888888,529.3508333333334,883.8806666666665,71.75814298711418,0.13954929125112003,0.36057658164286244,45
vo2max_absolute,SERUM,None,XGBoost,grid,True,True,10.0,False,cardiorespiratory,-0.012391170808391028,-0.2190215137357084,0.11027931206497334,792.1080546309578,530.2014551694069,1128.71800650122,573.5596495225694,425.54030137803824,778.1857094184027,80.45315044762596,0.29512204222923516,0.04905544874542457,45
vo2max_absolute,SERUM,None,XGBoost,grid,True,False,,False,cardiorespiratory,0.03685657820137134,-0.15527147736347047,0.1488954574316081,772.6018369366999,519.0840973463821,1101.2021910028102,578.0092697482638,436.01392144097224,773.7810648057725,78.51228489186275,0.3122587536017104,0.0367722166899549,45
vo2max_absolute,SERUM,[1],Dummy (mean),none,True,False,,True,cardiorespiratory,-0.01841628644825999,-0.349481169807603,-0.00013896599176292386,561.9105223991384,451.81316481904497,663.5084032595141,477.96588407923696,380.49391049156276,581.5011922230375,13.93686250173365,,,29
vo2max_absolute,SERUM,[1],Ridge,none,True,False,,True,cardiorespiratory,-0.018654414398829644,-0.3496009565819494,-0.0004142739448694556,561.9762120302212,451.9662944561163,663.6543321067848,477.9882299049981,380.44975918622,581.525136684857,13.937237513745321,-0.14180784441225758,0.4630779446421362,29
vo2max_absolute,SERUM,[1],PLS (3 comp),none,True,False,,True,cardiorespiratory,0.09119426517560458,-0.3250252114428644,0.28075738040613407,530.8111370598499,412.6304787279344,631.8071715562088,454.46625314133667,364.0564276337809,545.2831755926998,12.93942633308038,0.3281524974671453,0.08222544817662356,29
vo2max_absolute,SERUM,[1],Random Forest,grid,True,True,10.0,False,cardiorespiratory,0.13279286864294415,-0.18934031063780418,0.28875830145657044,518.5204832917437,406.3112148186771,617.7183200971599,425.8586206896552,323.16380603448283,531.8638836206895,12.17807786361012,0.37272587046897915,0.04644654808703587,29
vo2max_absolute,SERUM,[1],Random Forest,grid,True,False,,False,cardiorespiratory,0.07292965891378034,-0.2670589342480595,0.24045181882715655,536.118557657203,420.4585607818689,639.7728403395764,448.62629310344823,345.9938620689656,550.5834310344827,12.827478276595846,0.2826008719390735,0.1374431038331411,29
vo2max_absolute,SERUM,[1],MLP Regressor,grid,True,True,10.0,False,cardiorespiratory,-0.11235433128951278,-0.7036294814109261,0.191459690511013,587.2541194925543,452.48931439368033,710.2380012215157,486.09988360557077,365.1767325149846,594.1949605492655,13.326123145640715,0.18769245607482302,0.3295622292927735,29
vo2max_absolute,SERUM,[1],MLP Regressor,grid,True,False,,False,cardiorespiratory,-0.9007202496893925,-3.136655991807954,0.2499749417814902,767.6506069808166,521.147361637943,971.4685164180265,576.0635208805049,387.86471382295883,754.74645063329,15.70070029160206,0.23303087222860888,0.2237776799782057,29
vo2max_absolute,SERUM,[1],Decision Tree,grid,True,True,10.0,False,cardiorespiratory,0.03387427989351177,-0.3492012116755982,0.2543161474390664,547.2947962923138,404.302136833888,676.5677164333894,432.6228653530378,319.6547095648604,560.7356403940887,12.307209018476014,0.3091976669369824,0.10265513041376333,29
vo2max_absolute,SERUM,[1],Decision Tree,grid,True,False,,False,cardiorespiratory,-0.027356094688869792,-0.7079068195888296,0.336609840615579,564.3714003971205,445.58841897600763,677.7560148843789,463.4655172413793,343.10991379310343,583.2159482758622,12.980610042843125,0.3633621435630351,0.052683983938071464,29
vo2max_absolute,SERUM,[1],XGBoost,grid,True,True,10.0,False,cardiorespiratory,0.08280850583549959,-0.1712439766125397,0.16238623567747784,533.254471864726,422.8185701061727,640.6165821950233,450.1891332165948,350.3566077922953,553.6601139463228,13.044337218942195,0.37397662011479055,0.04565977983196354,29
vo2max_absolute,SERUM,[1],XGBoost,grid,True,False,,False,cardiorespiratory,0.06807533833194501,-0.1889844997609806,0.15167066687980635,537.5203355677218,433.18380717952556,639.114939694226,457.503173828125,363.968081559806,558.3421578242861,13.216988165439227,0.3201734549143933,0.09040820940353524,29
vo2max_absolute,URINE,None,Dummy (mean),none,True,False,,True,cardiorespiratory,-0.009248601430500436,-0.12327628047476007,-4.0295861165534776e-05,801.0530232080204,553.850694619554,1142.1996438485178,609.8050880626223,487.4382233715404,786.4974370981269,77.29825557630305,,,49
vo2max_absolute,URINE,None,Ridge,none,True,False,,True,cardiorespiratory,-0.006842277091897886,-0.11966963349288166,0.004092915312863838,800.0974886981918,552.8591141024541,1139.8367669884956,609.4549883703087,488.72816919492266,786.3037988156195,77.14440737087149,0.1310510727222328,0.36942275799746466,49
vo2max_absolute,URINE,None,PLS (3 comp),none,True,False,,True,cardiorespiratory,0.012134771517247844,-0.121443681446801,0.08237959123055272,792.5214678579952,542.3518932403739,1135.2590952541384,585.2123325732679,453.0039867825333,765.9217011533513,76.6696550625358,0.1842312115912545,0.20508159371865123,49
vo2max_absolute,URINE,None,Random Forest,grid,True,True,10.0,False,cardiorespiratory,-0.052962964661701806,-0.20605084051359807,0.022205949210649098,818.2174432145847,568.5579613399278,1145.305686038126,624.4822448979592,491.8453022959184,805.8533660714285,77.14344694383148,-0.06595216078976873,0.6525389316962081,49
vo2max_absolute,URINE,None,Random Forest,grid,True,False,,False,cardiorespiratory,-0.005152708753490831,-0.1335365720911194,0.049565115487483574,799.4258904702059,550.7429149951488,1146.777116276733,597.6985714285714,468.29243112244893,782.0018392857141,77.33229238259412,0.10024391501057832,0.4931407801151023,49
